"V1" "V2" "V3" "V4"
"6589" "ZNFX1" "GO:0008270" "zinc ion binding" "Interacting selectively and non-covalently with zinc (Zn) ions."
"6590" "RRBP1" "GO:0001649" "osteoblast differentiation" "The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."
"6591" "RRBP1" "GO:0003723" "RNA binding" "Interacting selectively and non-covalently with an RNA molecule or a portion thereof."
"6592" "RRBP1" "GO:0004872" "receptor activity" "Combining with an extracellular or intracellular messenger to initiate a change in cell activity."
"6593" "RRBP1" "GO:0005783" "endoplasmic reticulum" "The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"6594" "RRBP1" "GO:0005840" "ribosome" "An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"6595" "RRBP1" "GO:0006412" "translation" "The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome."
"6596" "RRBP1" "GO:0015031" "protein transport" "The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"6597" "RRBP1" "GO:0016020" "membrane" "A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"6598" "RRBP1" "GO:0030176" "integral component of endoplasmic reticulum membrane" "The component of the endoplasmic reticulum membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6599" "DNMT3B" "GO:0000122" "negative regulation of transcription from RNA polymerase II promoter" "Any process that stops, prevents, or reduces the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"6600" "DNMT3B" "GO:0001666" "response to hypoxia" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."
"6601" "DNMT3B" "GO:0003677" "DNA binding" "Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"6602" "DNMT3B" "GO:0003682" "chromatin binding" "Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase."
"6603" "DNMT3B" "GO:0003714" "transcription corepressor activity" "Interacting selectively and non-covalently with a repressing transcription factor and also with the basal transcription machinery in order to stop, prevent, or reduce the frequency, rate or extent of transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between repressive transcription factors and the basal transcription machinery."
"6604" "DNMT3B" "GO:0003886" "DNA (cytosine-5-)-methyltransferase activity" "Catalysis of the reaction: S-adenosyl-L-methionine + DNA containing cytosine = S-adenosyl-L-homocysteine + DNA containing 5-methylcytosine."
"6605" "DNMT3B" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"6606" "DNMT3B" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"6607" "DNMT3B" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"6608" "DNMT3B" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"6609" "DNMT3B" "GO:0006306" "DNA methylation" "The covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine."
"6610" "DNMT3B" "GO:0009008" "DNA-methyltransferase activity" "Catalysis of the transfer of a methyl group to a DNA molecule."
"6611" "DNMT3B" "GO:0009636" "response to toxic substance" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."
"6612" "DNMT3B" "GO:0010212" "response to ionizing radiation" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."
"6613" "DNMT3B" "GO:0010628" "positive regulation of gene expression" "Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"6614" "DNMT3B" "GO:0014823" "response to activity" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an activity stimulus."
"6615" "DNMT3B" "GO:0031000" "response to caffeine" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a caffeine stimulus. Caffeine is an alkaloid found in numerous plant species, where it acts as a natural pesticide that paralyzes and kills certain insects feeding upon them."
"6616" "DNMT3B" "GO:0032355" "response to estradiol" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."
"6617" "DNMT3B" "GO:0033189" "response to vitamin A" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin A stimulus."
"6618" "DNMT3B" "GO:0042220" "response to cocaine" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cocaine stimulus. Cocaine is a crystalline alkaloid obtained from the leaves of the coca plant."
"6619" "DNMT3B" "GO:0042826" "histone deacetylase binding" "Interacting selectively and non-covalently with the enzyme histone deacetylase."
"6620" "DNMT3B" "GO:0043231" "intracellular membrane-bounded organelle" "Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"6621" "DNMT3B" "GO:0045666" "positive regulation of neuron differentiation" "Any process that activates or increases the frequency, rate or extent of neuron differentiation."
"6622" "DNMT3B" "GO:0045814" "negative regulation of gene expression, epigenetic" "Any epigenetic process that stops, prevents or reduces the rate of gene expression."
"6623" "DNMT3B" "GO:0046872" "metal ion binding" "Interacting selectively and non-covalently with any metal ion."
"6624" "DNMT3B" "GO:0051571" "positive regulation of histone H3-K4 methylation" "Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."
"6625" "DNMT3B" "GO:0051573" "negative regulation of histone H3-K9 methylation" "Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."
"6626" "DNMT3B" "GO:0071455" "cellular response to hyperoxia" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating increased oxygen tension."
"6627" "DNMT3B" "GO:0071549" "cellular response to dexamethasone stimulus" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dexamethasone stimulus."
"6628" "DNMT3B" "GO:0090116" "C-5 methylation of cytosine" "The covalent transfer of a methyl group to C-5 of cytosine in a DNA molecule."
"6629" "RBPJL" "GO:0000978" "RNA polymerase II core promoter proximal region sequence-specific DNA binding" "Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II."
"6630" "RBPJL" "GO:0000981" "RNA polymerase II transcription factor activity, sequence-specific DNA binding" "Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription by RNA polymerase II. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"6631" "RBPJL" "GO:0000982" "transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding" "Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II (RNAP II) in order to modulate transcription by RNAP II."
"6632" "RBPJL" "GO:0001228" "transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding" "Interacting selectively and non-covalently with a sequence of DNA that is in the transcription regulatory region for RNA polymerase II (RNAP II) in order to activate or increase the frequency, rate or extent of transcription from the RNAP II promoter."
"6633" "RBPJL" "GO:0003682" "chromatin binding" "Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase."
"6634" "RBPJL" "GO:0003700" "transcription factor activity, sequence-specific DNA binding" "Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"6635" "RBPJL" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"6636" "RBPJL" "GO:0005667" "transcription factor complex" "A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"6637" "RBPJL" "GO:0006366" "transcription from RNA polymerase II promoter" "The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."
"6638" "RBPJL" "GO:0007165" "signal transduction" "The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"6639" "RBPJL" "GO:0045944" "positive regulation of transcription from RNA polymerase II promoter" "Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"6640" "CTSZ" "GO:0000139" "Golgi membrane" "The lipid bilayer surrounding any of the compartments of the Golgi apparatus."
"6641" "CTSZ" "GO:0002003" "angiotensin maturation" "The process leading to the attainment of the full functional capacity of angiotensin by conversion of renin substrate into mature angiotensin in the blood."
"6642" "CTSZ" "GO:0004180" "carboxypeptidase activity" "Catalysis of the hydrolysis of the terminal or penultimate peptide bond at the C-terminal end of a peptide or polypeptide."
"6643" "CTSZ" "GO:0004197" "cysteine-type endopeptidase activity" "Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"6644" "CTSZ" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"6645" "CTSZ" "GO:0005576" "extracellular region" "The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"6646" "CTSZ" "GO:0005615" "extracellular space" "That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"6647" "CTSZ" "GO:0005764" "lysosome" "A small lytic vacuole that has cell cycle-independent morphology and is found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."
"6648" "CTSZ" "GO:0005783" "endoplasmic reticulum" "The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"6649" "CTSZ" "GO:0005788" "endoplasmic reticulum lumen" "The volume enclosed by the membranes of the endoplasmic reticulum."
"6650" "CTSZ" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"6651" "CTSZ" "GO:0006508" "proteolysis" "The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"6652" "CTSZ" "GO:0006888" "ER to Golgi vesicle-mediated transport" "The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi."
"6653" "CTSZ" "GO:0008234" "cysteine-type peptidase activity" "Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"6654" "CTSZ" "GO:0009986" "cell surface" "The external part of the cell wall and/or plasma membrane."
"6655" "CTSZ" "GO:0010757" "negative regulation of plasminogen activation" "Any process that decreases the rate, frequency or extent of plasminogen activation. Plasminogen activation is the process in which plasminogen is processed to plasmin."
"6656" "CTSZ" "GO:0010977" "negative regulation of neuron projection development" "Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."
"6657" "CTSZ" "GO:0030134" "ER to Golgi transport vesicle" "A vesicle that mediates transport from the endoplasmic reticulum to the Golgi complex; bears a coat formed of the COPII coat complex proteins; such vesicles found associated with endoplasmic reticulum (ER) membranes at steady state, and are involved in ER to Golgi (anterograde) vesicle transport."
"6658" "CTSZ" "GO:0030426" "growth cone" "The migrating motile tip of a growing nerve cell axon or dendrite."
"6659" "CTSZ" "GO:0031410" "cytoplasmic vesicle" "A vesicle found in the cytoplasm of a cell."
"6660" "CTSZ" "GO:0032091" "negative regulation of protein binding" "Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding."
"6661" "CTSZ" "GO:0033116" "endoplasmic reticulum-Golgi intermediate compartment membrane" "The lipid bilayer surrounding any of the compartments of the endoplasmic reticulum (ER)-Golgi intermediate compartment system."
"6662" "CTSZ" "GO:0035580" "specific granule lumen" "The volume enclosed by the membrane of a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."
"6663" "CTSZ" "GO:0043231" "intracellular membrane-bounded organelle" "Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"6664" "CTSZ" "GO:0043312" "neutrophil degranulation" "The regulated exocytosis of secretory granules containing preformed mediators such as proteases, lipases, and inflammatory mediators by a neutrophil."
"6665" "CTSZ" "GO:0043525" "positive regulation of neuron apoptotic process" "Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process."
"6666" "CTSZ" "GO:0048208" "COPII vesicle coating" "The addition of COPII proteins and adaptor proteins to ER membranes during the formation of transport vesicles, forming a vesicle coat."
"6667" "CTSZ" "GO:0051603" "proteolysis involved in cellular protein catabolic process" "The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."
"6668" "CTSZ" "GO:0060441" "epithelial tube branching involved in lung morphogenesis" "The process in which a highly ordered sequence of patterning events generates the branched epithelial tubes of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."
"6669" "CTSZ" "GO:0070062" "extracellular exosome" "A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."
"6670" "CTSZ" "GO:0099738" "cell cortex region" "The complete extent of cell cortex that underlies some some region of the plasma membrane"
"6671" "CTSZ" "GO:1901214" "regulation of neuron death" "Any process that modulates the frequency, rate or extent of neuron death."
"6672" "CTSZ" "GO:1904813" "ficolin-1-rich granule lumen" "Any membrane-enclosed lumen that is part of a ficolin-1-rich granule."
"6673" "CTSZ" "GO:2000179" "positive regulation of neural precursor cell proliferation" "Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."
"6674" "SLC23A2" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"6675" "SLC23A2" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"6676" "SLC23A2" "GO:0005887" "integral component of plasma membrane" "The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6677" "SLC23A2" "GO:0006139" "nucleobase-containing compound metabolic process" "Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."
"6678" "SLC23A2" "GO:0006814" "sodium ion transport" "The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"6679" "SLC23A2" "GO:0006979" "response to oxidative stress" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."
"6680" "SLC23A2" "GO:0009925" "basal plasma membrane" "The region of the plasma membrane located at the basal end of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."
"6681" "SLC23A2" "GO:0015205" "nucleobase transmembrane transporter activity" "Enables the transfer of a nucleobase, any nitrogenous base that is a constituent of a nucleoside, nucleotide, or nucleic acidfrom one side of a membrane to the other."
"6682" "SLC23A2" "GO:0015229" "L-ascorbic acid transporter activity" "Enables the directed movement of L-ascorbate into, out of or within a cell, or between cells. L-ascorbate, (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate, is vitamin C and has co-factor and anti-oxidant activities in many species."
"6683" "SLC23A2" "GO:0015851" "nucleobase transport" "The directed movement of a nucleobase, any nitrogenous base that is a constituent of a nucleoside, nucleotide, or nucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"6684" "SLC23A2" "GO:0015882" "L-ascorbic acid transport" "The directed movement of L-ascorbic acid into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. L-ascorbate, (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate, is vitamin C and has co-factor and anti-oxidant activities in many species."
"6685" "SLC23A2" "GO:0016020" "membrane" "A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"6686" "SLC23A2" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6687" "SLC23A2" "GO:0016323" "basolateral plasma membrane" "The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."
"6688" "SLC23A2" "GO:0016324" "apical plasma membrane" "The region of the plasma membrane located at the apical end of the cell."
"6689" "SLC23A2" "GO:0019852" "L-ascorbic acid metabolic process" "The chemical reactions and pathways involving L-ascorbic acid, (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate; L-ascorbic acid is vitamin C and has co-factor and anti-oxidant activities in many species."
"6690" "SLC23A2" "GO:0070890" "sodium-dependent L-ascorbate transmembrane transporter activity" "Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: L-ascorbate(out) + Na+(out) = L-ascorbate(in) + Na+(in)."
"6691" "SLC23A2" "GO:0070904" "transepithelial L-ascorbic acid transport" "The directed movement of L-ascorbic acid from one side of an epithelium to the other."
"6692" "NDRG3" "GO:0003674" "molecular_function" "Elemental activities, such as catalysis or binding, describing the actions of a gene product at the molecular level. A given gene product may exhibit one or more molecular functions."
"6693" "NDRG3" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"6694" "NDRG3" "GO:0007165" "signal transduction" "The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"6695" "NDRG3" "GO:0007283" "spermatogenesis" "The process of formation of spermatozoa, including spermatocytogenesis and spermiogenesis."
"6696" "NDRG3" "GO:0030154" "cell differentiation" "The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"6697" "NDRG3" "GO:0030308" "negative regulation of cell growth" "Any process that stops, prevents, or reduces the frequency, rate, extent or direction of cell growth."
"6698" "NDRG3" "GO:0070062" "extracellular exosome" "A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."
"6699" "KCNG1" "GO:0005251" "delayed rectifier potassium channel activity" "Enables the transmembrane transfer of a potassium ion by a delayed rectifying voltage-gated channel. A delayed rectifying current-voltage relation is one where channel activation kinetics are time-dependent, and inactivation is slow."
"6700" "KCNG1" "GO:0005267" "potassium channel activity" "Enables the facilitated diffusion of a potassium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism."
"6701" "KCNG1" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"6702" "KCNG1" "GO:0006813" "potassium ion transport" "The directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"6703" "KCNG1" "GO:0051260" "protein homooligomerization" "The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of identical component monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."
"6704" "KCNG1" "GO:0071805" "potassium ion transmembrane transport" "A process in which a potassium ion is transported from one side of a membrane to the other."
"6705" "KCNG1" "GO:1902259" "regulation of delayed rectifier potassium channel activity" "Any process that modulates the frequency, rate or extent of delayed rectifier potassium channel activity."
"6706" "KCNG1" "GO:0008076" "voltage-gated potassium channel complex" "A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential."
"6707" "GGT7" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"6708" "GGT7" "GO:0006508" "proteolysis" "The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"6709" "GGT7" "GO:0006750" "glutathione biosynthetic process" "The chemical reactions and pathways resulting in the formation of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins."
"6710" "GGT7" "GO:0006751" "glutathione catabolic process" "The chemical reactions and pathways resulting in the breakdown of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins."
"6711" "GGT7" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6712" "GGT7" "GO:0036374" "glutathione hydrolase activity" "Catalysis of the reaction: glutathione + H2O = L-cysteinylglycine + L-glutamate."
"6713" NA NA NA NA
"6714" NA NA NA NA
"6715" "GGT7" "GO:1901750" "leukotriene D4 biosynthetic process" "The chemical reactions and pathways resulting in the formation of leukotriene D4."
"6716" "GGT7" "GO:1902883" "negative regulation of response to oxidative stress" "Any process that stops, prevents or reduces the frequency, rate or extent of response to oxidative stress."
"6717" "CDH22" "GO:0005509" "calcium ion binding" "Interacting selectively and non-covalently with calcium ions (Ca2+)."
"6718" "CDH22" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"6719" "CDH22" "GO:0007156" "homophilic cell adhesion via plasma membrane adhesion molecules" "The attachment of a plasma membrane adhesion molecule in one cell to an identical molecule in an adjacent cell."
"6720" "CDH22" "GO:0007420" "brain development" "The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."
"6721" "CDH22" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6722" "CDH22" "GO:0016339" "calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules" "The attachment of one cell to another cell via adhesion molecules that require the presence of calcium for the interaction."
"6723" "CRLS1" "GO:0003841" "1-acylglycerol-3-phosphate O-acyltransferase activity" "Catalysis of the reaction: acyl-CoA + 1-acyl-sn-glycerol-3-phosphate = CoA + 1,2-diacyl-sn-glycerol-3-phosphate."
"6724" "CRLS1" "GO:0005739" "mitochondrion" "A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"6725" "CRLS1" "GO:0005743" "mitochondrial inner membrane" "The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"6726" "CRLS1" "GO:0008808" "cardiolipin synthase activity" "Catalysis of the reaction: phosphatidylglycerol + phosphatidylglycerol = diphosphatidylglycerol (cardiolipin) + glycerol."
"6727" "CRLS1" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6728" "CRLS1" "GO:0032049" "cardiolipin biosynthetic process" "The chemical reactions and pathways resulting in the formation of cardiolipin, 1,3-bis(3-phosphatidyl)glycerol."
"6729" "CRLS1" "GO:0036148" "phosphatidylglycerol acyl-chain remodeling" "Remodeling the acyl chains of phosphatidylglycerol, through sequential deacylation and re-acylation reactions, to generate phosphatidylglycerol containing different types of fatty acid acyl chains."
