Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	HGNC symbol	Gene type
ENSG00000235292	12243895	12244296	-1		lincRNA
ENSG00000230437	12305613	12316485	-1		lincRNA
ENSG00000235698	12380056	12381255	1	PA2G4P2	processed_pseudogene
ENSG00000233048	12865202	12952519	-1	LINC01722	lincRNA
ENSG00000269931	12934877	12935783	-1		lincRNA
ENSG00000234265	12950338	12951627	1	LINC01723	lincRNA
ENSG00000172296	13008979	13169103	1	SPTLC3	protein_coding
ENSG00000271426	13073667	13074312	-1		processed_pseudogene
ENSG00000101230	13221771	13300651	1	ISM1	protein_coding
ENSG00000226263	13237801	13239674	-1	ISM1-AS1	antisense_RNA
ENSG00000225956	13244064	13245369	-1		antisense_RNA
ENSG00000278153	13368291	13368703	-1		lincRNA
ENSG00000089123	13389392	13638940	-1	TASP1	protein_coding
ENSG00000236811	13392677	13393674	1	GAPDHP2	processed_pseudogene
ENSG00000089048	13714322	13784886	-1	ESF1	protein_coding
ENSG00000101247	13784950	13821582	1	NDUFAF5	protein_coding
ENSG00000101251	13849247	13996443	-1	SEL1L2	protein_coding
ENSG00000212247	13973316	13973424	-1	RNU6-278P	snRNA
ENSG00000172264	13995369	16053197	1	MACROD2	protein_coding
ENSG00000230935	14003508	14003699	1	RPS3P1	processed_pseudogene
ENSG00000234187	14127400	14128336	1	AIMP1P1	processed_pseudogene
ENSG00000239923	14223041	14223325	1	RN7SL864P	misc_RNA
ENSG00000125848	14322988	14337616	-1	FLRT3	protein_coding
ENSG00000199570	14352320	14352425	1	RNU6-228P	snRNA
ENSG00000227563	14547184	14547623	-1	RNF11P2	processed_pseudogene
ENSG00000227927	14554384	14636524	1	MACROD2-IT1	sense_intronic
ENSG00000213950	14757563	14758056	1	RPS10P2	processed_pseudogene
ENSG00000235914	14884253	14929515	-1	MACROD2-AS1	antisense_RNA
ENSG00000237832	14933843	14935363	-1		antisense_RNA
ENSG00000199803	15021553	15021659	-1	RNU6-1159P	snRNA
ENSG00000201180	15022852	15022958	1	RNU6-115P	snRNA
ENSG00000222500	15280764	15280873	-1	RNA5SP475	rRNA
ENSG00000225181	15552157	15552885	-1		antisense_RNA
ENSG00000224274	15619494	15619819	-1	ENSAP1	processed_pseudogene
ENSG00000225622	16223750	16224535	-1	PPIAP17	processed_pseudogene
ENSG00000089177	16272104	16573434	-1	KIF16B	protein_coding
ENSG00000273998	16576068	16579615	1		lincRNA
ENSG00000275728	16580258	16580622	1		lincRNA
ENSG00000226229	16586333	16586693	-1	RPLP0P1	processed_pseudogene
ENSG00000200494	16670641	16670742	-1		misc_RNA
ENSG00000235208	16684108	16684404	-1		processed_pseudogene
ENSG00000228809	16714844	16730948	-1		processed_transcript
ENSG00000125870	16729961	16742563	1	SNRPB2	protein_coding
ENSG00000125879	16748358	16770062	1	OTOR	protein_coding
ENSG00000236985	16857962	16864148	-1		lincRNA
ENSG00000212165	16982831	16983033	-1		snoRNA
ENSG00000251955	17187510	17187616	1	RNU6-27P	snRNA
ENSG00000220540	17188134	17188344	1		processed_pseudogene
ENSG00000238833	17209060	17209220	1	RNU1-131P	snRNA
ENSG00000125851	17226107	17484578	1	PCSK2	protein_coding
ENSG00000232241	17479085	17479431	-1	DYNLT3P1	processed_pseudogene
ENSG00000125864	17493905	17569220	-1	BFSP1	protein_coding
ENSG00000232333	17516843	17517307	1	RPS27AP2	processed_pseudogene
ENSG00000277373	17565501	17565851	-1		sense_intronic
ENSG00000125868	17569863	17609919	1	DSTN	protein_coding
ENSG00000202260	17576206	17576510	-1	RN7SKP69	misc_RNA
ENSG00000230495	17599255	17599807	-1		processed_pseudogene
ENSG00000125844	17613678	17682295	-1	RRBP1	protein_coding
ENSG00000125888	17693672	17735871	1	BANF2	protein_coding
ENSG00000233625	17887363	17888160	-1		lincRNA
ENSG00000212555	17903762	17903861	1	RNU6-192P	snRNA
ENSG00000089006	17941597	17968980	-1	SNX5	protein_coding
ENSG00000125850	17956979	18059188	-1	OVOL2	protein_coding
ENSG00000212232	17962710	17962946	-1	SNORD17	snoRNA
ENSG00000125871	17968913	17991122	1	MGME1	protein_coding
ENSG00000218902	18011955	18012284	1	PTMAP3	processed_pseudogene
ENSG00000229262	18059493	18071008	1		antisense_RNA
ENSG00000227343	18090116	18090715	-1	RPL15P1	processed_pseudogene
ENSG00000252597	18095571	18095632	-1	RNU7-137P	snRNA
ENSG00000207282	18113467	18113579	-1		misc_RNA
ENSG00000232838	18137873	18143169	1	PET117	protein_coding
ENSG00000149474	18138118	18188387	1	KAT14	protein_coding
ENSG00000232943	18220113	18220512	1		processed_pseudogene
ENSG00000266720	18258554	18258851	-1	RN7SL14P	misc_RNA
ENSG00000252635	18265690	18265879	-1	RNU2-56P	snRNA
ENSG00000125846	18288283	18316996	1	ZNF133	protein_coding
ENSG00000199719	18295143	18295451	-1	RN7SKP74	misc_RNA
ENSG00000237259	18313765	18315111	-1		antisense_RNA
ENSG00000230010	18322552	18359300	-1		lincRNA
ENSG00000237282	18379049	18381484	1	LINC00851	antisense_RNA
ENSG00000089091	18383367	18467281	-1	DZANK1	protein_coding
ENSG00000236474	18420160	18421454	-1	GCNT1P1	processed_pseudogene
ENSG00000252422	18433842	18433944	1	RNA5SP476	rRNA
ENSG00000132664	18467127	18484643	1	POLR3F	protein_coding
ENSG00000265137	18470615	18470691	1	MIR3192	miRNA
ENSG00000225419	18485265	18486052	1	RPL21P3	processed_pseudogene
ENSG00000089050	18486540	18497243	-1	RBBP9	protein_coding
ENSG00000214612	18504633	18505066	1	RPS19P1	processed_pseudogene
ENSG00000101310	18507493	18561415	1	SEC23B	protein_coding
ENSG00000232388	18567347	18569563	1	SMIM26	protein_coding
ENSG00000125821	18567453	18763917	1	DTD1	protein_coding
ENSG00000243702	18592330	18592619	1	RN7SL638P	misc_RNA
ENSG00000221806	18611047	18611167	-1	RNU6ATAC34P	snRNA
ENSG00000232136	18642782	18643634	-1	DUXAP7	processed_pseudogene
ENSG00000233993	18674395	18698709	-1		antisense_RNA
ENSG00000233324	18782424	18783690	-1	EEF1A1P34	processed_pseudogene
ENSG00000179935	18786065	18794335	-1	LINC00652	lincRNA
ENSG00000273148	18794529	18796067	1		lincRNA
ENSG00000149443	18809728	18830153	-1	C20orf78	sense_overlapping
ENSG00000132631	18813726	18814392	1	SCP2D1	protein_coding
ENSG00000274863	19000709	19056796	-1		lincRNA
ENSG00000185052	19212646	19722937	1	SLC24A3	protein_coding
ENSG00000235996	19212852	19213477	-1		antisense_RNA
ENSG00000179447	19242302	19284596	-1		antisense_RNA
ENSG00000232675	19693209	19697576	-1		processed_transcript
ENSG00000268628	19756390	19758037	-1		lincRNA
ENSG00000233895	19757708	19809675	1		lincRNA
ENSG00000236992	19823443	19823943	-1	RPL12P12	processed_pseudogene
ENSG00000275142	19871891	19872284	1		lincRNA
ENSG00000132669	19886521	20002457	1	RIN2	protein_coding
ENSG00000173418	20017116	20033655	1	NAA20	protein_coding
ENSG00000101343	20034368	20056046	-1	CRNKL1	protein_coding
ENSG00000089101	20052514	20360702	1	CFAP61	protein_coding
ENSG00000241054	20094401	20095684	-1		antisense_RNA
ENSG00000225417	20214299	20215262	-1		antisense_RNA
ENSG00000229500	20253303	20253838	-1	RPL17P1	processed_pseudogene
ENSG00000243810	20258407	20267809	-1		antisense_RNA
ENSG00000264879	20316755	20316994	1	RN7SL690P	misc_RNA
ENSG00000280229	20363691	20365657	1		TEC
ENSG00000173404	20368121	20370949	1	INSM1	protein_coding
ENSG00000188559	20389552	20712488	-1	RALGAPA2	protein_coding
ENSG00000213384	20659710	20659964	1	EIF4E2P1	processed_pseudogene
ENSG00000270793	20721187	20721879	1	LLPHP1	processed_pseudogene
ENSG00000278525	20738433	20738731	-1	RN7SL607P	misc_RNA
ENSG00000225803	20854121	20854642	-1	MRPS11P1	processed_pseudogene
ENSG00000234104	20970448	20972562	1		lincRNA
ENSG00000225127	21087604	21106358	-1	LINC00237	lincRNA
ENSG00000283405	21089696	21090509	1		lincRNA
ENSG00000235065	21114723	21115197	1	RPL24P2	processed_pseudogene
ENSG00000088970	21125983	21246622	1	KIZ	protein_coding
ENSG00000199509	21138956	21139074	-1	RNA5SP477	rRNA
ENSG00000228604	21148741	21162890	-1		antisense_RNA
ENSG00000232712	21154023	21218289	-1	KIZ-AS1	antisense_RNA
ENSG00000214535	21166206	21166596	-1	RPS15AP1	processed_pseudogene
ENSG00000226875	21265854	21266465	1	ZNF877P	unprocessed_pseudogene
ENSG00000275457	21302731	21303704	-1		antisense_RNA
ENSG00000088930	21303304	21389827	1	XRN2	protein_coding
ENSG00000125816	21395367	21398028	-1	NKX2-4	protein_coding
ENSG00000225280	21397818	21400391	1		antisense_RNA
ENSG00000223128	21424758	21425041	-1	RN7SKP140	misc_RNA
ENSG00000226405	21488244	21488625	-1		processed_pseudogene
ENSG00000278041	21499261	21502934	-1		lincRNA
ENSG00000227693	21501395	21501968	1	GSTM3P1	processed_pseudogene
ENSG00000125820	21511010	21514026	-1	NKX2-2	protein_coding
ENSG00000258197	21511447	21512309	1	NKX2-2-AS1	antisense_RNA
ENSG00000233492	21530202	21530744	1		lincRNA
ENSG00000279082	21569976	21619674	1	LINC01727	lincRNA
ENSG00000280350	21610787	21703585	-1	LINC01726	lincRNA
ENSG00000278410	21614978	21615435	1		misc_RNA
ENSG00000125813	21705659	21718486	1	PAX1	protein_coding
ENSG00000233015	21742303	21743077	-1	SLC25A6P1	processed_pseudogene
ENSG00000227063	21755270	21755350	1	RPL41P1	processed_pseudogene
ENSG00000238034	21947647	21970783	1		lincRNA
ENSG00000234435	22054090	22074654	1	LINC01432	lincRNA
ENSG00000234862	22220554	22223283	1		lincRNA
ENSG00000225321	22263065	22284029	-1	LINC01427	lincRNA
ENSG00000225170	22272052	22273454	-1		processed_pseudogene
ENSG00000270838	22343693	22343930	-1		processed_pseudogene
ENSG00000204684	22371216	22471557	-1		lincRNA
ENSG00000259974	22547671	22578642	-1	LINC00261	lincRNA
ENSG00000283932	22560553	22584261	-1		protein_coding
ENSG00000125798	22581005	22585455	-1	FOXA2	protein_coding
ENSG00000237396	22587522	22607517	-1	LINC01384	lincRNA
ENSG00000230400	22668484	22685344	-1	LINC01747	lincRNA
ENSG00000283072	22685391	22746107	1		lincRNA
ENSG00000215553	22732802	22734089	-1	KRT18P3	processed_pseudogene
ENSG00000213882	22885670	22886068	-1	CYB5AP4	processed_pseudogene
ENSG00000228935	22960534	22966063	-1		processed_pseudogene
ENSG00000230492	23010209	23030785	-1		antisense_RNA
ENSG00000234646	23031542	23039236	1		sense_overlapping
ENSG00000132671	23035386	23036812	1	SSTR4	protein_coding
ENSG00000178726	23045633	23049741	-1	THBD	protein_coding
ENSG00000279447	23071547	23072722	-1		TEC
ENSG00000125810	23079349	23086340	-1	CD93	protein_coding
ENSG00000233746	23125068	23132621	-1	LINC00656	lincRNA
ENSG00000279164	23148086	23149939	1		TEC
ENSG00000201527	23160857	23160971	-1	RNA5SP478	rRNA
ENSG00000275179	23180176	23187544	1		lincRNA
ENSG00000230387	23187961	23190307	1		lincRNA
ENSG00000277901	23320958	23325352	-1		lincRNA
ENSG00000234832	23346941	23351486	-1		antisense_RNA
ENSG00000132661	23350736	23354777	1	NXT1	protein_coding
ENSG00000232645	23356594	23358116	-1	LINC01431	lincRNA
ENSG00000125812	23362182	23373063	1	GZF1	protein_coding
ENSG00000125814	23374519	23421519	-1	NAPB	protein_coding
ENSG00000201728	23380896	23381012	-1	RNA5SP479	rRNA
ENSG00000125823	23439685	23444930	1	CSTL1	protein_coding
ENSG00000125831	23450403	23452857	-1	CST11	protein_coding
ENSG00000200208	23457584	23457685	-1		misc_RNA
ENSG00000273838	23458529	23459459	1		lincRNA
ENSG00000226344	23475700	23479798	1	CST12P	unprocessed_pseudogene
ENSG00000260202	23481645	23519054	-1		lincRNA
ENSG00000276638	23489416	23489973	-1		lincRNA
ENSG00000125815	23491101	23496018	1	CST8	protein_coding
ENSG00000204663	23519146	23542018	1	CST13P	transcribed_unprocessed_pseudogene
ENSG00000204662	23547764	23550652	-1	CST9LP1	unprocessed_pseudogene
ENSG00000101435	23564732	23568749	-1	CST9L	protein_coding
ENSG00000204658	23583645	23586510	1	CST9LP2	unprocessed_pseudogene
ENSG00000173335	23602410	23605876	-1	CST9	protein_coding
ENSG00000101439	23626706	23638473	-1	CST3	protein_coding
ENSG00000270001	23631826	23632316	-1		lincRNA
ENSG00000225056	23655225	23656390	-1		lincRNA
ENSG00000101441	23685640	23689040	-1	CST4	protein_coding
ENSG00000232595	23711320	23711406	-1	CST2P1	unprocessed_pseudogene
ENSG00000170373	23747553	23751268	-1	CST1	protein_coding
ENSG00000277975	23772785	23776169	-1	CSTP2	unprocessed_pseudogene
ENSG00000230908	23798141	23805663	1		antisense_RNA
ENSG00000170369	23823769	23826731	-1	CST2	protein_coding
ENSG00000170367	23875935	23879750	-1	CST5	protein_coding
ENSG00000228476	23918771	23922169	-1	CSTP1	unprocessed_pseudogene
ENSG00000236168	23980585	23980734	-1		unprocessed_pseudogene
ENSG00000149435	23985050	23988779	-1	GGTLC1	protein_coding
ENSG00000167390	23989292	23990454	1	POM121L3P	processed_pseudogene
ENSG00000236151	24142590	24144386	-1		lincRNA
ENSG00000230133	24199767	24224588	1	LINC01721	lincRNA
ENSG00000200231	24237255	24237398	1	RNU1-23P	snRNA
ENSG00000232200	24297585	24318086	-1		lincRNA
ENSG00000234069	24445391	24446314	1	GAPDHP53	processed_pseudogene
ENSG00000101463	24469199	24666616	1	SYNDIG1	protein_coding
ENSG00000228539	24491472	24502345	-1		antisense_RNA
ENSG00000231015	24679547	24680991	1		lincRNA
ENSG00000274173	24931840	24932983	1		lincRNA
ENSG00000077984	24949230	24959928	1	CST7	protein_coding
ENSG00000101474	24962925	24992979	-1	APMAP	protein_coding
ENSG00000207355	24974171	24974280	1	RNU6-1257P	snRNA
ENSG00000154930	25006230	25058980	-1	ACSS1	protein_coding
ENSG00000275358	25062962	25063591	-1		lincRNA
ENSG00000100987	25070885	25082365	-1	VSX1	protein_coding
ENSG00000225069	25099105	25099928	1		processed_pseudogene
ENSG00000230725	25140789	25149258	-1		lincRNA
ENSG00000225344	25161167	25162061	-1		processed_pseudogene
ENSG00000197586	25195693	25226729	1	ENTPD6	protein_coding
ENSG00000202414	25214698	25214798	1		misc_RNA
ENSG00000279322	25226448	25226735	-1		TEC
ENSG00000277938	25229150	25231933	1		lincRNA
ENSG00000274414	25239007	25245229	-1		lincRNA
ENSG00000100994	25248069	25298014	1	PYGB	protein_coding
ENSG00000274507	25251008	25251304	-1		antisense_RNA
ENSG00000276952	25284915	25285588	-1		antisense_RNA
ENSG00000100997	25294743	25390983	-1	ABHD12	protein_coding
ENSG00000227379	25368275	25368766	-1	PPIAP2	processed_pseudogene
ENSG00000101003	25407727	25452628	1	GINS1	protein_coding
ENSG00000101004	25452705	25585517	-1	NINL	protein_coding
ENSG00000251883	25611153	25611223	1	RNU6ATAC17P	snRNA
ENSG00000170191	25612935	25624175	-1	NANP	protein_coding
ENSG00000213742	25624045	25678074	1	ZNF337-AS1	antisense_RNA
ENSG00000242236	25654595	25654881	-1	RN7SL594P	misc_RNA
ENSG00000236542	25669857	25670386	-1	MED28P7	processed_pseudogene
ENSG00000130684	25674215	25696841	-1	ZNF337	protein_coding
ENSG00000278383	25680781	25681246	1		antisense_RNA
ENSG00000230772	25734264	25735093	1	VN1R108P	unprocessed_pseudogene
ENSG00000226465	25751218	25752761	1		antisense_RNA
ENSG00000175170	25763466	25868225	-1	FAM182B	protein_coding
ENSG00000275048	25783553	25783919	1	BSNDP1	processed_pseudogene
ENSG00000250090	25835985	25836832	-1		unprocessed_pseudogene
ENSG00000274973	25845497	25845862	1	BSNDP2	processed_pseudogene
ENSG00000228593	25919499	25919681	-1	CFTRP1	unprocessed_pseudogene
ENSG00000226203	25955812	25969288	1	LINC01733	lincRNA
ENSG00000231081	26008791	26010531	-1		lincRNA
ENSG00000204556	26018832	26020684	1		unprocessed_pseudogene
ENSG00000125804	26054655	26086917	1	FAM182A	processed_transcript
ENSG00000277508	26071988	26072351	-1	BSNDP3	processed_pseudogene
ENSG00000240108	26103416	26114028	-1	NCOR1P1	transcribed_unprocessed_pseudogene
ENSG00000230440	26132887	26134198	-1		lincRNA
ENSG00000227195	26186920	26251526	-1	MIR663AHG	processed_transcript
ENSG00000238129	26188408	26196891	1		lincRNA
ENSG00000284419	26208186	26208278	-1	MIR663A	miRNA
ENSG00000282826	28580709	28602664	-1	FRG1CP	unprocessed_pseudogene
ENSG00000282870	29080390	29102761	1	FRG1DP	unprocessed_pseudogene
ENSG00000283568	29297095	29297246	-1		rRNA
ENSG00000283069	29318824	29319579	1	DUX4L32	unprocessed_pseudogene
ENSG00000282949	29321310	29321666	-1	PCMTD1P7	unprocessed_pseudogene
ENSG00000282894	29324092	29325049	1	DUX4L33	unprocessed_pseudogene
ENSG00000282935	29410348	29411600	-1	DUX4L34	unprocessed_pseudogene
ENSG00000282842	29415264	29416911	-1	FRG2EP	unprocessed_pseudogene
ENSG00000283123	29427400	29427883	-1	RARRES2P11	processed_pseudogene
ENSG00000282968	29430723	29432913	1	AGGF1P10	processed_pseudogene
ENSG00000282911	29448517	29449306	-1	DUX4L35	unprocessed_pseudogene
ENSG00000282995	29480147	29497179	-1	FRG1EP	unprocessed_pseudogene
ENSG00000283592	29575060	29575171	1		misc_RNA
ENSG00000282921	29641778	29641976	1	CFTRP2	processed_pseudogene
ENSG00000283291	29741510	29741661	-1		rRNA
ENSG00000283005	29746181	29748090	1	CDC27P3	processed_pseudogene
ENSG00000283433	29874059	29874177	1		rRNA
ENSG00000283020	29878636	29879363	-1	DUX4L37	unprocessed_pseudogene
ENSG00000204555	30214765	30214976	-1	CFTRP3	processed_pseudogene
ENSG00000205611	30278906	30288479	-1	LINC01597	lincRNA
ENSG00000200325	30309015	30309126	-1		misc_RNA
ENSG00000231934	30323812	30361730	-1	LINC01598	antisense_RNA
ENSG00000149531	30377372	30399257	1	FRG1BP	unprocessed_pseudogene
ENSG00000238151	30403123	30403384	-1	MLLT10P1	processed_pseudogene
ENSG00000275877	30484925	30485076	-1		rRNA
ENSG00000283443	30545601	30551470	1		unprocessed_pseudogene
ENSG00000277112	30656033	30723932	-1	ANKRD20A21P	transcribed_unprocessed_pseudogene
ENSG00000274385	30713240	30713346	-1		snRNA
ENSG00000275305	30816156	30816274	-1		rRNA
ENSG00000215547	31257664	31259632	1	DEFB115	protein_coding
ENSG00000215546	31274170	31274867	1	DKKL1P1	processed_pseudogene
ENSG00000224628	31285317	31286835	-1		processed_pseudogene
ENSG00000215545	31303212	31308585	-1	DEFB116	protein_coding
ENSG00000237929	31311303	31311962	-1	RPL31P3	processed_pseudogene
ENSG00000236121	31341371	31344471	-1	HAUS6P2	processed_pseudogene
ENSG00000252649	31356870	31356978	1	RNA5SP480	rRNA
ENSG00000212717	31360790	31360930	1	DEFB117	processed_pseudogene
ENSG00000131068	31368618	31373923	1	DEFB118	protein_coding
ENSG00000212134	31376319	31376446	1		snoRNA
ENSG00000180483	31377164	31390603	-1	DEFB119	protein_coding
ENSG00000204548	31404845	31412838	-1	DEFB121	protein_coding
ENSG00000204547	31421436	31429180	-1	DEFB122	transcribed_unprocessed_pseudogene
ENSG00000180424	31440519	31450257	1	DEFB123	protein_coding
ENSG00000180383	31465506	31476757	-1	DEFB124	protein_coding
ENSG00000088320	31475293	31484905	1	REM1	protein_coding
ENSG00000233354	31485778	31487574	1	LINC00028	lincRNA
ENSG00000101294	31514428	31577923	1	HM13	protein_coding
ENSG00000274364	31535263	31535626	1		sense_intronic
ENSG00000101898	31547504	31548049	1	MCTS2P	processed_pseudogene
ENSG00000235313	31563166	31564076	1	HM13-IT1	sense_intronic
ENSG00000230613	31567707	31573263	-1	HM13-AS1	antisense_RNA
ENSG00000278276	31580890	31581214	1		lincRNA
ENSG00000201770	31581089	31581192	1	RNU6-384P	snRNA
ENSG00000125968	31605283	31606515	1	ID1	protein_coding
ENSG00000264395	31607186	31607240	1	MIR3193	miRNA
ENSG00000131055	31637888	31645006	1	COX4I2	protein_coding
ENSG00000171552	31664452	31723989	-1	BCL2L1	protein_coding
ENSG00000236559	31686216	31716825	1		antisense_RNA
ENSG00000281376	31721507	31723409	1	ABALON	antisense_RNA
ENSG00000088325	31739271	31801805	1	TPX2	protein_coding
ENSG00000230801	31808503	31808749	-1		processed_pseudogene
ENSG00000101306	31819308	31834689	1	MYLK2	protein_coding
ENSG00000179772	31844301	31845619	-1	FOXS1	protein_coding
ENSG00000149599	31847637	31870747	-1	DUSP15	protein_coding
ENSG00000131044	31870702	31944963	1	TTLL9	protein_coding
ENSG00000199497	31901254	31901426	1	RNU1-94P	snRNA
ENSG00000088356	31944342	31952092	-1	PDRG1	protein_coding
ENSG00000260903	31968002	32003387	1	XKR7	protein_coding
ENSG00000278012	31970181	31970831	1		sense_intronic
ENSG00000252623	32008351	32008472	1	RNA5SP481	rRNA
ENSG00000101331	32010450	32032180	1	CCM2L	protein_coding
ENSG00000226239	32027753	32031575	-1		antisense_RNA
ENSG00000212571	32050588	32050705	1	RNA5SP482	rRNA
ENSG00000101336	32052188	32101856	1	HCK	protein_coding
ENSG00000101337	32109506	32167258	1	TM9SF4	protein_coding
ENSG00000275576	32116171	32116629	1		sense_intronic
ENSG00000224452	32170390	32170790	-1	RSL24D1P6	processed_pseudogene
ENSG00000235217	32186477	32190527	-1	TSPY26P	transcribed_processed_pseudogene
ENSG00000126003	32192503	32207791	-1	PLAGL2	protein_coding
ENSG00000101346	32207880	32238667	1	POFUT1	protein_coding
ENSG00000284125	32237795	32237847	1	MIR1825	miRNA
ENSG00000101350	32277664	32335011	1	KIF3B	protein_coding
ENSG00000277692	32355053	32355734	1		lincRNA
ENSG00000171456	32358344	32439319	1	ASXL1	protein_coding
ENSG00000197183	32443059	32585074	-1	NOL4L	protein_coding
ENSG00000236772	32449755	32453607	1		antisense_RNA
ENSG00000277301	32509959	32520285	1		antisense_RNA
ENSG00000233293	32561093	32573888	1		antisense_RNA
ENSG00000204393	32564992	32608893	1	NOL4L-DT	lincRNA
ENSG00000228156	32581963	32593900	1		antisense_RNA
ENSG00000198547	32631652	32673941	-1	C20orf203	lincRNA
ENSG00000175730	32690180	32690815	-1	BAK1P1	processed_pseudogene
ENSG00000149600	32702691	32743997	-1	COMMD7	protein_coding
ENSG00000088305	32762385	32809356	1	DNMT3B	protein_coding
ENSG00000101367	32819893	32850405	1	MAPRE1	protein_coding
ENSG00000260536	32843128	32854257	-1		antisense_RNA
ENSG00000260257	32856621	32858751	1		lincRNA
ENSG00000215529	32858923	32961609	1	EFCAB8	protein_coding
ENSG00000167098	32983773	33004433	-1	SUN5	protein_coding
ENSG00000078898	33007600	33023709	1	BPIFB2	protein_coding
ENSG00000167104	33031648	33044047	1	BPIFB6	protein_coding
ENSG00000214245	33047517	33048152	-1	PUDPP3	processed_pseudogene
ENSG00000186190	33055424	33073628	1	BPIFB3	protein_coding
ENSG00000186191	33079644	33111751	1	BPIFB4	protein_coding
ENSG00000131050	33161768	33181412	1	BPIFA2	protein_coding
ENSG00000237662	33187391	33188292	1	SOCS2P1	processed_pseudogene
ENSG00000183566	33193585	33210462	1	BPIFA4P	transcribed_unitary_pseudogene
ENSG00000224876	33214920	33217067	-1		antisense_RNA
ENSG00000131059	33217310	33227758	1	BPIFA3	protein_coding
ENSG00000198183	33235995	33243311	1	BPIFA1	protein_coding
ENSG00000233106	33272262	33272657	-1	RPL12P3	processed_pseudogene
ENSG00000125999	33273480	33309878	1	BPIFB1	protein_coding
ENSG00000233146	33316869	33329969	1	BPIFB5P	unitary_pseudogene
ENSG00000125997	33347720	33354444	1	BPIFB9P	transcribed_unitary_pseudogene
ENSG00000101391	33358839	33401561	-1	CDK5RAP1	protein_coding
ENSG00000101400	33407955	33443892	-1	SNTA1	protein_coding
ENSG00000078699	33490075	33650036	1	CBFA2T2	protein_coding
ENSG00000275223	33655701	33656423	-1		lincRNA
ENSG00000125967	33657087	33674463	-1	NECAB3	protein_coding
ENSG00000149609	33662284	33665619	1	C20orf144	protein_coding
ENSG00000182584	33666498	33668525	1	ACTL10	protein_coding
ENSG00000271803	33674517	33675380	1		antisense_RNA
ENSG00000101412	33675683	33686404	-1	E2F1	protein_coding
ENSG00000101417	33702754	33720319	-1	PXMP4	protein_coding
ENSG00000229188	33728931	33731828	-1		antisense_RNA
ENSG00000131061	33731657	33792269	1	ZNF341	protein_coding
ENSG00000230837	33752167	33752543	-1	RPL31P2	processed_pseudogene
ENSG00000230753	33787373	33811097	-1	ZNF341-AS1	antisense_RNA
ENSG00000101421	33811304	33854366	1	CHMP4B	protein_coding
ENSG00000214200	33912323	33913336	-1	TPM3P2	processed_pseudogene
ENSG00000228958	33965162	33965576	1	PIGPP3	processed_pseudogene
ENSG00000228265	33983052	33994357	-1	RALY-AS1	lincRNA
ENSG00000276073	33985617	33988989	-1		lincRNA
ENSG00000275784	33989480	33991818	-1		lincRNA
ENSG00000125970	33993646	34108308	1	RALY	protein_coding
ENSG00000228386	34014969	34017749	-1		lincRNA
ENSG00000264616	34049119	34049190	1	MIR4755	miRNA
ENSG00000125977	34088298	34112332	-1	EIF2S2	protein_coding
ENSG00000225246	34122470	34123290	1	RPS2P1	processed_pseudogene
ENSG00000101440	34194569	34269344	1	ASIP	protein_coding
ENSG00000214185	34213495	34215892	-1	XPOTP1	processed_pseudogene
ENSG00000250917	34234840	34281173	-1		sense_overlapping
ENSG00000236456	34245953	34246537	-1		processed_pseudogene
ENSG00000101444	34280268	34311802	-1	AHCY	protein_coding
ENSG00000272945	34281632	34286466	-1		sense_intronic
ENSG00000234087	34347671	34347785	-1		processed_pseudogene
ENSG00000078747	34363235	34511393	1	ITCH	protein_coding
ENSG00000201498	34384165	34384265	-1		misc_RNA
ENSG00000234933	34402149	34402696	-1	CDC42P1	processed_pseudogene
ENSG00000236388	34441592	34442025	-1	ITCH-AS1	antisense_RNA
ENSG00000231795	34450930	34454552	1	ITCH-IT1	sense_intronic
ENSG00000207997	34466325	34466418	1	MIR644A	miRNA
ENSG00000181741	34475924	34476474	-1	FDX1P1	processed_pseudogene
ENSG00000277558	34476205	34476787	1		sense_intronic
ENSG00000125971	34516409	34540958	1	DYNLRB1	protein_coding
ENSG00000206582	34526510	34526606	-1		misc_RNA
ENSG00000101460	34546854	34560345	1	MAP1LC3A	protein_coding
ENSG00000101464	34560542	34698790	-1	PIGU	protein_coding
ENSG00000231034	34688688	34688978	1		processed_pseudogene
ENSG00000198646	34689097	34825649	-1	NCOA6	protein_coding
ENSG00000078804	34704290	34713439	1	TP53INP2	protein_coding
ENSG00000225336	34833575	34834462	-1	HMGB3P1	processed_pseudogene
ENSG00000131067	34844720	34872860	-1	GGT7	protein_coding
ENSG00000131069	34872146	34927962	1	ACSS2	protein_coding
ENSG00000100983	34928430	34955817	-1	GSS	protein_coding
ENSG00000078814	34975403	35002437	1	MYH7B	protein_coding
ENSG00000207635	34990376	34990497	1	MIR499A	miRNA
ENSG00000283441	34990400	34990472	-1	MIR499B	miRNA
ENSG00000100991	35002404	35092871	-1	TRPC4AP	protein_coding
ENSG00000202150	35030317	35030420	-1	RNU6-407P	snRNA
ENSG00000088298	35115357	35147364	-1	EDEM2	protein_coding
ENSG00000201151	35117136	35117207	-1		snoRNA
ENSG00000101000	35172073	35216240	1	PROCR	protein_coding
ENSG00000278367	35174355	35174919	-1		antisense_RNA
ENSG00000200301	35195306	35195423	1	RNA5SP483	rRNA
ENSG00000126005	35201745	35278131	-1	MMP24OS	protein_coding
ENSG00000229230	35218009	35218185	1	MT1P3	processed_pseudogene
